ID,_case27_listing_type,Title,Content,_job_phone,_whatsapp,_fone-2,_job_location,_listing-details,_location,_links,_social-networks,_job_website,_job_email,_job_logo,_job_expires,_job_gallery,_job_cover,_form_heading,_other
448,place,"100 Limits Moto Peças",,,,,"Rua Prefeito João Costa, 1081 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,
449,place,"A Estudante Presentes Papelaria",,,,,"Avenida Governador Valadares, 1044 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,
450,place,"A Ideal Tecidos",,,,,"Avenida Governador Valadares, 1041 - Centro - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,
451,place,"A Jovem Lar",,,,,"Avenida Governador Valadares, 458 - Centro - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,
452,place,"A N Peças em Geral",,,,,"Rua Professor Olímpio Gonzaga, 1 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,
453,place,"AABB - Associação Atlética Banco do Brasil",,,,,"Rua Jovino Rodrigues Santana, S/N - Divinéia - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,
455,place,"Abrigo Frei Anselmo - Lar dos Velhinhos",,,,,"Rua Frei Anselmo, 687 - Unaí - MG",,,a:0:{},,,abrigofreianselmo@hotmail.com,a:0:{},,a:0:{},a:0:{},,
456,place,"Academia Cia do Corpo",,"(38) 3676-6765",,,"Rua Celina Lisboa Frederico, 26 B - Centro - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,
457,place,"Espaço Pilates - Academia e Natação","<strong>Espaço Pilates Unaí</strong>

🧘🏼‍♂️ PILATES e YOGA
🏊🏻‍♀️ NATAÇÃO e HIDRO
🧬MOVE FLOW
🩰BALLET e JAZZ
🥋 KARATÊ

<a href=""https://api.whatsapp.com/send?phone=5538999923065&amp;text=Boa+tarde%2C+venho+pelo+Instagram+e+tenho+interesse+pelas+aulas+do+Studio.+Gostaria+de+um+atendimento."" target=""_blank"" rel=""noopener"">Whatsapp</a>","(38) 99992-3065","(38) 99992-3065",,"Rua Luiz Alves, 609 - Unaí - MG",,,"a:1:{i:0;a:2:{s:7:""network"";s:9:""Instagram"";s:3:""url"";s:43:""https://www.instagram.com/espacopilatesunai"";}}",,,,"a:1:{i:0;s:78:""https://guiaunai.com.br/wp-content/uploads/2021/08/empresas-espaco-pilates.jpg"";}",,a:0:{},a:0:{},,
458,place,"Academia Fitness Alvim","<strong>Academia Fitness Alvim</strong>
Saúde, bem estar e segurança !
💪🏻 Musculação 🏋🏻‍♀️Localizada 🚴Spinning
👇 WhatsApp👇 Faça agora um orçamento ✍️
<a href=""http://bit.ly/AtendimentoFitnessAlvim"" target=""_blank"" rel=""noopener"">bit.ly/AtendimentoFitnessAlvim</a>","(38) 99949-0406","(38) 99949-0406",,"Rua Antônio Brochado, 179 - Unaí - MG",,,"a:1:{i:0;a:2:{s:7:""network"";s:9:""Instagram"";s:3:""url"";s:48:""https://www.instagram.com/fitness_alvim_academia"";}}",,,,"a:1:{i:0;s:91:""https://guiaunai.com.br/wp-content/uploads/2021/08/empresas-academia-fitness-alvim-logo.jpg"";}",,a:0:{},a:0:{},,
459,place,"Minas Shop Hospitalar",,,,,"Rua Nossa Senhora do Carmo, 239 - Centro - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,
460,place,"Academia Sport Forma","😃💪🏽Aquela força a mais pra você manter a imunidade em alta e por um preço de amigos!

Agende seu treino on-line clicando aqui 👇:

<a href=""https://l.instagram.com/?u=http%3A%2F%2Fwww.agendahorarios.com.br%2FPortal&amp;e=ATPgY0UWFszGyx9JjA9cV7EdwKGby4VAbQzpCx0abyjmS-dSuRX_lNDuRoPhdqlzKOG4hjXgaEi51pBUcop8Gw&amp;s=1"" target=""_blank"" rel=""noopener"">www.agendahorarios.com.br/Portal</a>","(38) 3676-6701","(38) 99961-8761","(38) 99961-8761","Av. Vereador João Narciso, 377 - Unaí - MG",,,"a:2:{i:0;a:2:{s:7:""network"";s:9:""Instagram"";s:3:""url"";s:38:""https://www.instagram.com/sport_forma/"";}i:1;a:2:{s:7:""network"";s:8:""Facebook"";s:3:""url"";s:36:""https://www.facebook.com/sportforma/"";}}",,https://instagram.com/sportforma,,"a:1:{i:0;s:82:""https://www.guiaunai.com.br/wp-content/uploads/2021/08/empresa_sportforma_logo.png"";}",,"a:12:{i:0;s:85:""https://www.guiaunai.com.br/wp-content/uploads/2021/08/empresa_sportforma_fachada.jpg"";i:1;s:85:""https://www.guiaunai.com.br/wp-content/uploads/2021/08/empresa_sportforma_fotos-2.jpg"";i:2;s:86:""https://www.guiaunai.com.br/wp-content/uploads/2021/08/empresa_sportforma_fotos-21.jpg"";i:3;s:86:""https://www.guiaunai.com.br/wp-content/uploads/2021/08/empresa_sportforma_fotos-26.jpg"";i:4;s:86:""https://www.guiaunai.com.br/wp-content/uploads/2021/08/empresa_sportforma_fotos-34.jpg"";i:5;s:86:""https://www.guiaunai.com.br/wp-content/uploads/2021/08/empresa_sportforma_fotos-23.jpg"";i:6;s:86:""https://www.guiaunai.com.br/wp-content/uploads/2021/08/empresa_sportforma_fotos-25.jpg"";i:7;s:86:""https://www.guiaunai.com.br/wp-content/uploads/2021/08/empresa_sportforma_fotos-48.jpg"";i:8;s:86:""https://www.guiaunai.com.br/wp-content/uploads/2021/08/empresa_sportforma_fotos-51.jpg"";i:9;s:86:""https://www.guiaunai.com.br/wp-content/uploads/2021/08/empresa_sportforma_fotos-53.jpg"";i:10;s:85:""https://www.guiaunai.com.br/wp-content/uploads/2021/08/empresa_sportforma_fotos-4.jpg"";i:11;s:86:""https://www.guiaunai.com.br/wp-content/uploads/2021/08/empresa_sportforma_fotos-19.jpg"";}","a:1:{i:0;s:85:""https://www.guiaunai.com.br/wp-content/uploads/2021/08/empresa_sportforma_fachada.png"";}",,
461,place,"Super Latas","<p>
	A <span>Odebrecht</span> atua como prestadora de servi&ccedil;os para a ind&uacute;stria de petr&oacute;leo brasileira desde a d&eacute;cada de 50",,,,,,,"a:2:{i:0;a:2:{s:7:""network"";s:8:""Facebook"";s:3:""url"";s:165:""com foco na presta&ccedil;&atilde;o de servi&ccedil;os e opera&ccedil;&atilde;o de <span data-scayt_word=""FPSO"" data-scaytid=""3"">FPSO</span> para novos Clientes.</p>"";}i:1;a:2:{s:7:""network"";s:7:""Website"";s:3:""url"";s:24:""incluindo o Mar do Norte"";}}",,"incluindo o Mar do Norte",,a:0:{},,a:0:{},a:0:{},,
463,place,"a Odebrecht concentrou seus investimentos em petr&oacute;leo e g&aacute;s em uma nova empresa",,,,,,,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,
464,place,"desde a concep&ccedil;&atilde;o de engenharia","Excel&ecirc;ncia Empresarial e Sustentabilidade.</p>",,,,,,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,
465,place,"0000-00-00 00:00:00",,,,,,,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,
466,place,"Vanessa Ribeiro - Personal","<strong>Vanessa Ribeiro | Personal</strong>
Personal Trainer
Otimizo seu tempo e energia, treinando CORPO e MENTE para que vc tenha resultados RÁPIDOS e DURADOUROS🎯
🌎 Presencial e Online
<a href=""http://linktr.ee/Vanessa.Personal"" target=""_blank"" rel=""noopener"">linktr.ee/Vanessa.Personal</a>","(38) 99942-6892","(38) 99942-6892",,"Avenida Vereador João Narciso, 355 - Cachoeira - Unaí - MG",,,"a:1:{i:0;a:2:{s:7:""network"";s:9:""Instagram"";s:3:""url"";s:41:""https://www.instagram.com/vanessapersonal"";}}",,,,"a:1:{i:0;s:85:""https://guiaunai.com.br/wp-content/uploads/2021/08/empresas-vanessa-personal-logo.jpg"";}",,a:0:{},a:0:{},,
467,place,"Acitrânsito Seguros DPVAT",,,,,"Rua Professor Olímpio Gonzaga, 409 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,
468,place,"Açougue Campeão",,,,,"Rua Matias Nunes Souza, 260 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,
469,place,"Açougue Divino",,,,,"Rua Dulce Torres Brochado, 1132 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,
470,place,"Açougue do Felício",,,,,"Rua Jarbas O Souto, 415 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,
471,place,"Implannor - Implantes Dentários Noroeste de Minas","<p>
	A <span>Implannor</span> - Implantes Dent&aacute;rios Noroeste de Minas tem como miss&atilde;o institucional nortear a <span data-scayt_word=""satisfacão"" data-scaytid=""2"">satisfac&atilde;o</span> plena de seus clientes",,,,,,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,
472,place,cirurgia,,,,,,,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,
473,place,"propriet&aacute;rio da Implannor",,,,,,,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,
474,place,,,,,,,,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,
475,place,,,,,,,,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,
476,place,"com muita satisfa&ccedil;&atilde;o",,,,,,,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,
477,place,,,,,,,,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,
478,place,"Dr. Juliano Carlos de Oliveira",,,,,,,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,
479,place,,,,,,,,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,
480,place,"pr&oacute;tese sobre implante",,,,,,,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,
481,place,,,,,,,,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,
482,place,,,,,,,,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,
483,place,,,,,,,,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,
484,place,"2015-02-05 00:00:00",NULL,492,,"(38) Rua -João Pi",,,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,
485,place,"Casa de Carnes Tomáz",,"(38) 3676-5845",,"(38) 99965-5793","Rua Lígia Versiane, 06 - Novo Horizonte - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,
486,place,"A &amp; C Luxor",,"(38) 3676-3913",,,"Rua Celina Lisboa Frederico, 254 - Centro - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,
487,place,"A Pioneira Tecidos",,"(38) 3676-5739",,,"Avenida Governador Valadares, 872 - Centro - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,
488,place,"ABR Advogados",,"(38) 3676-5731",,,"Rua Djalma Torres, 251 - Centro - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,
489,place,"Casa de Carnes Santo Antônio",,"(38) 3676-7742",,,"Avenida José Luiz Adjuto, 719 - Centro - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,
490,place,"Academia Kankusho",,"(38) 3676-1367",,,"Rua Afonso Pena, 71 - Centro - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,
491,place,"Sorveteria Moranguinhos",,"(38) 3676-5000",,,"Rua Calixto Martins de Melo, 167 - Centro - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,
492,place,"Sorveteria Moranguinhos",,"(38) 3676-7433",,,"Avenida Governador Valadares, 704 - Centro - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,
493,place,"Sorveteria Moranguinhos",,"(38) 3676-7978",,,"Rua São José, 169 - Centro - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,
494,place,"Acervo Telhas",,"(38) 3676-7757",,"(38) 99749-8665","Avenida Cabo Verde, 196 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,
495,place,"Açougue Bifão Carnes",,"(38) 3676-5208",,,"Rua Juvêncio Correio, 433 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,
496,place,"Açougue Boi na Brasa",,"(38) 3676-3916",,,"Avenida Governador Valadares, 135 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,
497,place,"Açougue Bom Corte",,"(38) 3677-2939",,,"Rua Carambolas, 175 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,
498,place,"Casa de Carnes Martins",,"(38) 3676-1495",,,"Avenida Governador Valadares, 1358 - Centro - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,
499,place,"Casa de Carnes Modelo",,"(38) 3676-1244",,,"Avenida Governador Valadares, 361 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,
500,place,"Casa de Carnes Noroeste",,"(38) 3677-4528",,,"Rua Celina Lisboa Frederico, 1699 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,
501,place,"Casa de Carnes União",,"(38) 3676-8837",,,"Avenida Governador Valadares, 453 - Centro - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,
502,place,"Açougue do Jarbas",,"(38) 3676-1655",,,"Rua Celina Lisboa Frederico, 959 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,
503,place,"Açougue do Itamar",,"(38) 3676-5960",,,"Rua Celina Lisboa Frederico, 1472 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,
504,place,"Açougue do Luiz",,"(38) 3676-7451",,,"Avenida Otávio Araújo, 370 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,
505,place,"Açougue do Rosivaldo",,"(38) 3676-5493",,,"Rua Júlio Ribeiro Santos, 540 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,
506,place,"Casa de Carnes 2 Irmãos",,"(38) 3676-7149",,,"Avenida José Luiz Adjuto, 1012 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,
507,place,"Casa de Carnes Perez",,"(38) 3676-6318",,,"Rua Serra, 572 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,
508,place,"Casa de Carnes Santa Luzia",,"(38) 3676-2523",,,"Rua Djalma Torres, 1109 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,
509,place,"Açougue e Mercearia Costa",,"(38) 3676-4980",,,"Avenida Pau Brasil, 226 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,
510,place,"Açougue Faria",,"(38) 3676-5780",,,"Rua Roncador, 699 - Centro - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,
511,place,"Açougue Nacional",,"(38) 3677-2610",,,"Avenida Governador Valadares, 2299 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,
512,place,"Açougue Papagaio",,"(38) 3676-2448",,,"Rua Prefeito João Costa, 289 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,
513,place,"Açougue Rodrigues",,"(38) 3676-7066",,,"Avenida Castelo Branco, 165 - Centro - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,
514,place,"Acougue Sertaneja",,"(38) 3676-3012",,,"Rua Djalma Torres, 1243 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,
515,place,"Açougue Teixeira",,"(38) 3676-5493",,,"Rua Júlio Ribeiro Santos, 540 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,
516,place,"Açougue Terra de Minas",,"(38) 3676-0110",,,"Rua Francisco R. da Silva, 427 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,
517,place,"Açougue União",,"(38) 3676-8145",,,"Rua Matias Nunes Souza, 270 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,
518,place,"Ada Unaí On Line",,"(38) 3676-3550",,"(38) 3676-7381","Rua Djalma Torres, 337 - Centro - Unaí - MG",,,"a:1:{i:0;a:2:{s:7:""network"";s:7:""Website"";s:3:""url"";s:26:""http://www.adaunai.com.br/"";}}",,http://www.adaunai.com.br/,,a:0:{},,a:0:{},a:0:{},,
519,place,"ACP Corretora de Cereais e Transportes",,"(38) 3676-3155",,,"Rua Antônio Brochado, 174 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,
520,place,"OGP Gráfica e Editora",,"(38) 3676-1677",,"(38) 3676-1593","Avenida Governador Valadares, 748 - Centro - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,
521,place,"ADS Contabilidade",,"(38) 3676-8002",,"(38) 3676-4710","Avenida José Luiz Adjuto, 378 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,
522,place,"Unafértil Adubos e Sementes","Romas Ribeiro de Brito
Rodovia MG 188 n°101, após ou antes da ponte do Rio Preto à 50 metrôs.","(38) 3676-2441",,,"Rodovia MG 188, 101 - Centro - Unaí - MG",,,"a:1:{i:0;a:2:{s:7:""network"";s:9:""Instagram"";s:3:""url"";s:40:""https://www.instagram.com/unafertil.unai"";}}",,,,"a:1:{i:0;s:77:""https://guiaunai.com.br/wp-content/uploads/2021/08/empresa-unafertil-logo.jpg"";}",,a:0:{},a:0:{},,
523,place,"Advocacia Ariana Maiany",,"(38) 3676-8093",,"(38) 99819-6644","Rua Djalma Torres, 271 - Centro - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,
524,place,"Guimarães Vieira Sociedade de Advogados",,"(38) 3676-3046",,,"Rua São José, 53 - Centro - Unaí - MG",,,a:0:{},,,advocacia.guimaraesvieira@gmail.com,a:0:{},,a:0:{},a:0:{},,
525,place,"Advocacia Barbosa e Rodrigues",,"(38) 3676-5731",,,"Rua Djalma Torres, 251 - Centro - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,
526,place,"Advocacia Bernardo Campos",,"(38) 3676-2469",,,"Rua Prefeito João Costa, 154 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,
527,place,"Advocacia Bruno Cordeiro Brito e Wellson Louzada",,"(38) 3676-9006",,,"Rua Prefeito João Costa, 283 - Centro - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,
528,place,"Advocacia Clevenilton Borges de Oliveira",,"(38) 99952-3124","(38) 99952-3124",,"Rua Djalma Torres, 337, salas 01/02 - Centro - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,
529,place,"Maurício Mota Sociedade de Advogados",,"(38) 3676-6764",,"(38) 99952-3124","Rua Djalma Torres, 251 - Centro - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,
530,place,"Advocacia Edson de Souza Rodrigues",,"(38) 3676-7210",,"(38) 99999-4870","Rua Prefeito João Costa, 1213 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,
531,place,"Advocacia Dr. Francisco Girafalt",,"(61) 99983-4579","(61) 99983-4579",,"Setor Sudoeste Quadra Mista 5 - Lote 10 Bloco B - Conjunto 16 - Sudoeste - Brasília, DF",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,
532,place,"Advocacia Hexa Consultoria Ambiental",,"(38) 3677-1777",,,"Rua Nossa Senhora do Carmo, 251 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,
533,place,"Advocacia Maurício Miguel da Mota",,"(38) 3676-6764",,"(38) 98805-7760","Rua Djalma Torres, 251 - Centro - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,
534,place,"Advocacia Adelaide Camporez",,"(38) 3676-2168",,,"Rua São José, 161 - Centro - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,
535,place,"Advocacia Adriana Oliveira Batista",,"(38) 3676-9231",,,"Avenida José Luiz Adjuto, 54 - Centro - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,
536,place,"Advocacia Alberto Pereira Coelho",,"(38) 3676-3740",,,"Rua Alba Gonzaga, 630 - Centro - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,
537,place,"Advocacia Campos -  Dr. Hilton Campos",,"(38) 3676-1164",,,"Rua São José, 233 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,
538,place,"Advocacia Claudionor Corrêia Neto",,"(38) 3676-4119",,,"Rua Celina Lisboa Frederico, 111 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,
539,place,"Advocacia Dr Marusa","𝘼𝘿𝙑𝙊𝘾𝘼𝘾𝙄𝘼 𝙈𝘼𝙍𝙐𝙎𝘼 𝙈𝙀𝙇𝙊
Advogado(a) e escritório de advocacia
∘ Pós-graduada em direito previdenciário e tributário.
∘ Desde 2008 atuando na área previdenciária.
<ul>
 	<li>Em frente ao Fórum Advocacia Marusa Melo - R. Pref. João Costa, 251 - Centro, Unaí</li>
</ul>
⚖️ OAB/MG 111.382
📲(38) 99976-9082 ☎️(38) 36774752","(38) 99976-9082","(38) 99976-9082",,"Rua Prefeito João Costa, 251 - Centro - Unaí - MG",,,"a:1:{i:0;a:2:{s:7:""network"";s:9:""Instagram"";s:3:""url"";s:46:""https://www.instagram.com/advocacia.marusamelo"";}}",,,,"a:1:{i:0;s:64:""https://guiaunai.com.br/wp-content/uploads/2021/08/840668136.jpg"";}",,a:0:{},a:0:{},,
540,place,"Advocacia Dr Vindilino Martins de Paiva Filho",,"(38) 3676-7191",,,"Rua Celina Lisboa Frederico, 111 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,
541,place,"Advocacia Dra Maria Angélica C. Campos",,"(38) 3676-2797",,,"Rua Celina Lisboa Frederico, 111 - Centro - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,
542,place,"Advocacia e Consultoria Jurídica Francisco Cavalcante",,"(38) 3676-3834",,,"Rua Djalma Torres, 251 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,
543,place,"Advocacia Luciano Silva Ribeiro",,"(38) 3676-2551",,,"Rua Aldeia, 24 - Centro - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,
544,place,"Advocacia Marcos Coelho e Samuel Lima",,"(38) 3677-3788",,,"Rua João Pinheiro, 410 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,
545,place,"Advocacia Orlando Barbosa Lucas",,"(38) 3676-3314",,,"Rua João Pinheiro, 477 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,
546,place,"Advocacia Rodrigo Rodrigues",,"(38) 3676-5996",,"(38) 99908-1222","Rua Framboesa, 15 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,
547,place,"Advocacia VRA - Vinícius Rodrigo de Araújo",,"(38) 3676-3657",,"(38) 98832-3630","Rua Alba Gonzaga, 360 A - Centro - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,
548,place,"Advocacia Dr. Geraldo Donizete Luciano",,"(38) 3677-1777",,,"Rua Nossa Senhora do Carmo, 251 - Centro - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,
549,place,"Advocacia Eustáquio Ferreira Júnior",,"(38) 3676-8093",,,"Rua Djalma Torres, 271 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,
550,place,"Advocacia Jaime Luiz Louro",,"(38) 3676-3867",,,"Rua Celina Lisboa Frederico, 64 - Centro - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,
551,place,"Advocacia Thales Vinícius Benones Oliveira",,"(38) 3677-1777",,,"Rua Nossa Senhora do Carmo, 251 - Centro - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,
552,place,"Advocacia Wellson Louzada",,"(38) 3676-9006",,,"Rua Prefeito João Costa, 283 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,
553,place,"Advocacia Costa e Júnior Advogados Associados",,"(38) 3676-7127",,,"Rua Prefeito João Costa, 253 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,
554,place,"AF - Administração Fazendária de Buritis SEF MG",,"(38) 3676-4193",,"(38) 3676-5754","Rua Nossa Senhora do Carmo, 18 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,
555,place,"AF - Administração Fazendária de Unaí SEF MG",,"(38) 3676-1436",,,"Rua Nossa Senhora do Carmo, 18 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,
556,place,"Clube Turismo",,"(38) 3676-2196",,,"Rua Alba Gonzaga, 52 - Centro - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,
557,place,"Mania de Voar Viagens e Turismo",,"(38) 3676-2001",,,"Rua Djalma Torres, 319 - Centro - Unaí - MG",,,"a:1:{i:0;a:2:{s:7:""network"";s:7:""Website"";s:3:""url"";s:22:""www.maniadevoar.tur.br"";}}",,www.maniadevoar.tur.br,,a:0:{},,a:0:{},a:0:{},,
558,place,"Agitus Calçados",,"(38) 3676-1743",,,"Avenida Governador Valadares, 851 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,
559,place,"AGP Auto Elétrica",,"(38) 3676-5133",,,"Rodovia Br 251, 21 KM 872 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,
560,place,"AGP Financeira",,"(38) 3676-9555",,,"Avenida Governador Valadares, 745 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,
561,place,"Agrícola Decisão Ltda",,"(38) 3676-4998",,,"Rua Celina Lisboa Frederico, 111 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,
562,place,"Agrícola Xingú",,"(38) 3676-7575",,,"Rodovia Mg 028, 8 KM 3 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,
563,place,"Agripeças Peças e Serviços e Máquinas Agrícolas",,"(38) 3676-3313",,"(38) 3676-6902","Rua Juvêncio Correio, 493 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,
564,place,"Agripel Máquinas e Peças Agrícolas - Peças de Pulverização",,"(38) 3676-9900",,"(38) 3676-2749","Avenida Castelo Branco, 451 - Unaí - MG",,,a:0:{},,,agripelunai@hotmail.com,a:0:{},,a:0:{},a:0:{},,
566,place,"Agro Torno",,"(38) 3676-9597",,,"Rua Paracatu, 12 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,
567,place,"Agrocampo Peças Agrícolas e Serviços",,"(38) 3676-8332",,"(38) 99863-5863","Rodovia Br 251, Lateral A - Unaí - MG",,,a:0:{},,,agrocampounai12@hotmail.com,a:0:{},,a:0:{},a:0:{},,
568,place,"Agroquima Produtos Agropecuários",,"(38) 3676-2555",,,"Avenida Castelo Branco, 677 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,
